prod_notif_no,prod_name,holder_name,prod_status_date,prod_status_type,prod_brand,prod_category,banned_substances,holders_id
NOT221000563K,JAAS Urban Defense Daily Shampoo,ACE COSMETICS SDN. BHD.,04-10-22,Clear,JAAS,Other,,35
NOT221103894K,WELLA PROFESSIONALS ILLUMINA COLOR DEEP RUBY,F T SERVICES AND DISTRIBUTION SDN. BHD.,15-11-22,Clear,WELLA,Other,,669
NOT221101652K,HairTec Smoothing Creme Conditioner,Rank Distributors Sdn. Bhd.,09-11-22,Clear,HairTec,Other,,1724
NOT221205690K,Bath & Body Works Perfume Spray Coco Paradise,ENVICO ENTERPRISES SDN. BHD.,22-12-22,Clear,Bath,Spray,,618
NOT221107999K,Victoria's Secret Fragrance Lotion Surf On The Waves,ENVICO ENTERPRISES SDN. BHD.,30-11-22,Clear,Victoria's,Moisturizer,,618
NOT200707945K,GZ.FACAI PANSY HAIR COLOR CREAM 81.1,MAGIC BOO BEAUTY SDN BHD,30-07-22,Clear,GZ.FACAI,Moisturizer,,1226
NOT220901634K,Philip Martin's Organic Base Color 5.3,CONCEPTUAL BEAUTY SDN BHD,07-09-22,Clear,Philip,Lip,,417
NOT221004976K,Clini Care EYE ZONE Serum,BEAUTECH LINK (M) SDN. BHD.,25-10-22,Clear,Clini,Serum,,248
NOT201101354K,PN PHYSIO NATURA BRONZEA CREMA DOPOSOLE ALOE VERA,IMPRESS-ESTEEM ENTERPRISE,06-11-22,Clear,PN,Other,,923
NOT201202276K,REUZEL Matte Texture Powder,Shins Corporation Sdn. Bhd.,10-12-22,Clear,REUZEL,Other,,1918
NOT221105696K,Koji Spring Heart Eyebrow Pencil Mauve Brown,Golden Corner Sdn. Bhd.,20-11-22,Clear,Koji,Sunscreen,,798
NOT220803863K,CHANEL BAUME ESSENTIEL Multi-Use Glow Stick - Rouge Frais,CHANEL (KUALA LUMPUR) SDN. BHD.,17-08-22,Clear,CHANEL,Other,,390
NOT221108240K,TOM FORD EYE COLOR QUAD CREME - 01 FORBIDDEN PINK (TC3912),ESTEE LAUDER MALAYSIA SDN. BHD.,30-11-22,Clear,TOM,Eye,,636
NOT161106438K,PURICURE-Whitening & Hydrating Silk Mask,NOBLE INDICHEM SDN BHD,28-11-22,Clear,PURICURE-Whitening,Mask,,1450
NOT221104154K,Victoria's Secret Fragrance Lotion Early Morning Sun,ENVICO ENTERPRISES SDN. BHD.,15-11-22,Clear,Victoria's,Moisturizer,,618
NOT221004106K,VERONA PLUS ANTI-BACTERIAL SHOWER GEL ORIGINAL 400ML,ECO-SHOP MARKETING SDN. BHD.,20-10-22,Clear,VERONA,Other,,577
NOT221106940K,Catrice The Matte Cocoa Collection Eyeshadow Palette 010 Chocolate Lover - C06 #927082,PROPHARM (M) SDN. BHD.,24-11-22,Clear,Catrice,Eye,,1621
NOT200900788K,"GUERLAIN METEORITES COMPACT COLOUR-CORRECTING, BLOTTING AND LIGHTING POWDER - 2 LIGHT - PEARLY WHITE",L BEAUTY SDN. BHD.,03-09-22,Clear,GUERLAIN,Other,,1098
NOT221107308K,PIXI - PINKSALT CLEANSING OIL,BEAUTY IN MOTION SDN. BHD.,26-11-22,Clear,PIXI,Other,,255
NOT220906343K,RADIUS LIPMATTE,RADIUS WORLDWIDE COSMETIC,29-09-22,Clear,RADIUS,Lip,,1671
NOT221002248K,ESTEE LAUDER PURE COLOR ENVY SCULPTING LIPSTICK - 420 REBELLIOUS ROSE (YJRR13),ESTEE LAUDER MALAYSIA SDN. BHD.,12-10-22,Clear,ESTEE,Lip,,636
NOT200902301K,DrNano Labcel Rose Gold Powder Face Mask,Kiseki Marketing Sdn Bhd,08-09-22,Clear,DrNano,Mask,,1095
NOT220709927K,BIOLINE JATO DE-SENSE INSTANT RELIEF MOISTURIZING CREAM TETRAPEPTIDE,Sprive Global PLT,28-07-22,Clear,BIOLINE,Moisturizer,,1933
NOT221107038K,Victoria's Secret Fine Fragrance Lotion Tease Sugar Fleur,ENVICO ENTERPRISES SDN. BHD.,24-11-22,Clear,Victoria's,Moisturizer,,618
NOT200903379K,BIOTIQUE BIO MORNING NECTAR Visibly Flawless Moisturizing Cream,GTL AYURVEDA MARKETING,11-09-22,Clear,BIOTIQUE,Moisturizer,,793
NOT221102974K,AMDAY Goat Milk Naturally Fragrance Shower Gel,TOLLY TRADING COMPANY,13-11-22,Clear,AMDAY,Perfume,,1984
NOT221002592K,Le Dauphin Genuine Soap of Marseille - Olive,BIOASIA WORLDWIDE SDN. BHD.,13-10-22,Clear,Le,Other,,291
NOT180800708K,essence long lasting eye pencil 02 hot chocolate #524695,PROPHARM (M) SDN. BHD.,02-08-22,Clear,essence,Eye,,1621
NOT201004977K,CALVIN KLEIN CK ONE  BODY WASH,COTY INT MALAYSIA SDN. BHD.,19-10-22,Clear,CALVIN,Cleanser,,428
NOT181100098K,Avon True Color Ultra Luxury Brow Liner Soft Black,AVON COSMETICS (MALAYSIA) SENDIRIAN BERHAD,01-11-22,Clear,Avon,Other,,181
NOT160902441K,temulawak Pembersih Scrub Papaya,ZENITH VENTURES SDN. BHD.,17-09-22,Clear,temulawak,Other,,2213
NOT221004735K,Beautyshine Firmo Body Lotion With Collagen & Vitamin E,Yamni Industry,25-10-22,Clear,Beautyshine,Moisturizer,,2200
NOT220905246K,DR.ESTHE Madecassona Repair Cream,CELES GLOBAL SDN. BHD.,25-09-22,Clear,DR.ESTHE,Moisturizer,,381
NOT221104277K,REVLON ILLUMINANCE SKIN-CARING FOUNDATION - 609 Sienna,X ELITE PREMIUM BEAUTY SDN. BHD.,15-11-22,Clear,REVLON,Foundation,,2168
NOT140904387K,Catrice Prime And Fine Pore Refining Anti-Shine Base #76883,PROPHARM (M) SDN. BHD.,19-09-22,Clear,Catrice,Other,,1621
NOT221000331K,KHYSKIN - BRIGHTENING MOISTURIZING TREATMENT,AZTIE RESOURCES SDN BHD,04-10-22,Clear,KHYSKIN,Moisturizer,,191
NOT220904618K,Botaneo Origin Organic Walnut Shell Seed & Honey With Essential Oils Bright and Whitening Body Wash,SBL HEALTHCARE SDN BHD,21-09-22,Clear,Botaneo,Cleanser,,1744
NOT221002223K,Sulfolite Soap,PERNIAGAAN NORMAHAS SDN. BHD.,12-10-22,Clear,Sulfolite,Other,,1573
NOT221201124K,DRUNK ELEPHANT - BESTE NO.9 JELLY CLEANSER,BEAUTY IN MOTION SDN. BHD.,06-12-22,Clear,DRUNK,Cleanser,,255
NOT220707986K,AIME COLOUR LIPSTICK - MERLOT,AIME BLP BEAUTECARE,26-07-22,Clear,AIME,Lip,,63
NOT181100832K,ORIGINS FLOWER FUSION ORANGE RADIANCE-BOOSTING SHEET MASK (0P1W01),ESTEE LAUDER MALAYSIA SDN. BHD.,05-11-22,Clear,ORIGINS,Mask,,636
NOT221105077K,REVLON COLOR EFFECTS PLATINUM 2.Revlon Luminous Platinum Powder,X ELITE PREMIUM BEAUTY SDN. BHD.,17-11-22,Clear,REVLON,Other,,2168
NOT220906440K,RITUALS THE RITUAL OF NAMASTE BRIGHTENING Advanced Luminosity Day Lotion,RITUALS COSMETICS MALAYSIA SDN. BHD.,29-09-22,Clear,RITUALS,Moisturizer,,1698
NOT221106102K,LUXURIOUS KUMKUMADI OIL,LAVIN PHARMA (M) SDN BHD,22-11-22,Clear,LUXURIOUS,Other,,1128
NOT220805462K,TARTE - TIMELESS SMOOTHING PRIMER,BEAUTY IN MOTION SDN. BHD.,24-08-22,Clear,TARTE,Primer,,255
NOT220801244K,BURT'S BEES - ADVANCED RELIEF LIP BALM WITH ANTIOXIDANT RICH TURMERIC - LEMON CITRON,BEAUTY IN MOTION SDN. BHD.,03-08-22,Clear,BURT'S,Lip,,255
NOT221001838K,WSC COW COLOSTRUM SHOWER CREAM,SL COSMETIC SDN. BHD.,10-10-22,Clear,WSC,Moisturizer,,1822
NOT221103916K,Victoria's Secret Fragrance Mist Escape With Me To The Beach,ENVICO ENTERPRISES SDN. BHD.,15-11-22,Clear,Victoria's,Spray,,618
NOT221204340K,TARTE - SEA - H2O GLOSS - SANDY TOES,BEAUTY IN MOTION SDN. BHD.,18-12-22,Clear,TARTE,Other,,255
NOT220800411K,SD MEDILEMON SOAP & SCRUB WHITENING,HIM MAJU TRADING,02-08-22,Clear,SD,Other,,873
NOT181004801K,"DAVINES MASK with VIBRACHROM 4,22",EIG Haircare Sdn Bhd,16-10-22,Clear,DAVINES,Mask,,588
NOT221102433K,ColourG VELVET Lipstick Ravensong LV544,AF MANUFACTURING SERVICES SDN. BHD.,10-11-22,Clear,ColourG,Lip,,54
NOT221105191K,Profacial Peel Solution PS-2,Elogio Asia Pacific Sdn. Bhd.,17-11-22,Clear,Profacial,Other,,662
NOT221101039K,"Skin Super Good Natural Strawberry Body Lotion, Strawberry Vacation 250ml",NATURA ORGANICA SDN. BHD.,05-11-22,Clear,Skin,Moisturizer,,1416
NOT220902096K,GUARDIAN FOAMING FACIAL WASH MOISTURISING,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,09-09-22,Clear,GUARDIAN,Moisturizer,,794
NOT201005735K,Nu Skin Ultimate Mask-Waterfull,NU SKIN (MALAYSIA) SDN. BHD.,21-10-22,Clear,Nu,Mask,,1466
NOT221204893K,PEACH BLOSSOM FRAGRANCE OIL,IKO NATURAL BEAUTY,20-12-22,Clear,PEACH,Perfume,,916
NOT221102086K,VISEART - (VPP07) PETIT PRO MIDSOMMER - 8 SHADE PROFESSIONAL EYE SHADOW PALETTE - SHADE 1 (EGLANTINE),BEAUTY IN MOTION SDN. BHD.,10-11-22,Clear,VISEART,Eye,,255
NOT200805490K,AHARTA BISABOLOL HAIR NUTRIENTS,HARTAMEWAH - NR SDN. BHD.,24-08-22,Clear,AHARTA,Other,,838
NOT220804246K,PAESE HYDROBASE UNDER MAKE-UP,RAMS HOME DECOR SDN BHD,18-08-22,Clear,PAESE,Other,,1675
NOT221000253K,CelElements Lumi Moist Mask,CEL-ELEMENTS HOLDINGS (M) SDN BHD,04-10-22,Clear,CelElements,Moisturizer,,380
NOT160904092K,Urban Decay Vice Lipstick Mega Matte Base - Pandemonium,LOREAL MALAYSIA SDN. BHD.,21-09-22,Clear,Urban,Lip,,1166
NOT221200661K,Merry Party 46P Fragrant Peroxide 12 %,Hornets Marketing Sdn Bhd,02-12-22,Clear,Merry,Other,,899
NOT220804051K,FARMASI EUROFRESH TOOTHPASTE ALOE GEL,FAR COSMETICS SDN. BHD,17-08-22,Clear,FARMASI,Other,,677
NOT221004195K,NARQES SKINTELLIGENT CLEANSER - PROFESSIONAL  DUAL CLEANSING GEL,NARQES BEAUTY MALAYSIA SDN BHD,20-10-22,Clear,NARQES,Cleanser,,1412
NOT201202871K,FIRENZE BB Cushion with SPF 20+++,SNI NETWORK (MALAYSIA) SDN BHD,14-12-22,Clear,FIRENZE,Sunscreen,,1835
NOT201104804K,SKIN RENEW HAND LIQUID SANITIZER,SKIN RENEW MARKETING SDN. BHD.,19-11-22,Clear,SKIN,Other,,1810
NOT201100900K,Cosmoderm Vitamin E Facial Cleansing Foam with Rosehip Oil,VANITY COSMECEUTICAL SDN. BHD.,04-11-22,Clear,Cosmoderm,Other,,2085
NOT220803936K,elissSHINE Seaweed Serum,AKAS LEGACY SDN BHD,17-08-22,Clear,elissSHINE,Serum,,69
NOT221203660K,THINK EVERYDAY FACE SPF 30+ NATURALLY TINTED,ASL INSPIRATIONS SDN. BHD.,15-12-22,Clear,THINK,Sunscreen,,155
NOT221106659K,TONY MOLY I'M TOMATO MASK - SKIN GLOW,ASIAN BEAUTY CORNER SDN. BHD.,23-11-22,Clear,TONY,Mask,,153
NOT221101417K,MALU WILZ GLOW EFFECT PEEL,PHLETORA SDN. BHD.,08-11-22,Clear,MALU,Other,,1585
NOT221001016K,WELEDA - SKIN FOOD,Living Options Sdn Bhd,06-10-22,Clear,WELEDA,Other,,1205
NOT220800996K,MedCoV Mint BODY WASH ANTIBACTERIAL WITH MOISTURIZER,LOVING HANDS MARKETING,03-08-22,Clear,MedCoV,Moisturizer,,1173
NOT221105200K,CLINCEL MOIST GLOW DD CREAM SPF30 PA+++,CANSUN GLOBALS SDN. BHD.,17-11-22,Clear,CLINCEL,Sunscreen,,362
NOT220802585K,VR LIPMATTE DEARLY NUDE,VR LIFESTYLE SDN. BHD.,09-08-22,Clear,VR,Lip,,2111
NOT221000805K,Le Dauphin Genuine Soap of Marseille - Coconut,BIOASIA WORLDWIDE SDN. BHD.,05-10-22,Clear,Le,Other,,291
NOT221002172K,MC Collection Cover Face CF130,ZAINEETA GLOBAL PLT,12-10-22,Clear,MC,Other,,2206
NOT201200485K,DR.CINK Highly-Moisturized Liquid Foundation (Warm Natural),HAOWANG INTERNATIONAL SDN. BHD.,02-12-22,Clear,DR.CINK,Moisturizer,,829
NOT221105516K,Nail Holic DLMI OR208,KOSE (MALAYSIA) SDN. BHD.,18-11-22,Clear,Nail,Other,,1074
NOT221200606K,ECHOSLINE EchosColor 7.0 Ice Colouring Cream with Organic Green Tea and Desert Date and Tsubaki Oils,MAGIC BOO BEAUTY SDN BHD,02-12-22,Clear,ECHOSLINE,Moisturizer,,1226
NOT220901603K,PAT MCGRATH LABS - CELESTIAL DIVINITY LUXE QUAD : INTERSTELLAR ICON - HYPNOTIQUE,BEAUTY IN MOTION SDN. BHD.,07-09-22,Clear,PAT,Other,,255
NOT221103934K,LILYBYRED Romantic Liar Mousse Tint 06,MANDOM (MALAYSIA) SDN. BHD.,15-11-22,Clear,LILYBYRED,Other,,1242
NOT220900385K,Puras Tru-Grit Essential Oil Blend Roll-On,IRIDIS HOLDINGS SDN. BHD.,02-09-22,Clear,Puras,Other,,943
NOT220708636K,TARTE - PRECIOUS GEMS - AMAZONIAN CLAY CHEEK PALETTE - REFINED,BEAUTY IN MOTION SDN. BHD.,28-07-22,Clear,TARTE,Other,,255
NOT221205869K,ETUDE PLAY TONE EYE PALETTE WOOD BRICK #6,LUXASIA (M) SDN. BHD.,25-12-22,Clear,ETUDE,Eye,,1187
NOT221200903K,DERMIC EUCARE BEBE POWDER LOTION,De Formulated Lab Sdn Bhd,05-12-22,Clear,DERMIC,Moisturizer,,550
NOT221000599K,BODYOGRAPHY CREAM BLUSH - NECTAR,RAMS HOME DECOR SDN BHD,04-10-22,Clear,BODYOGRAPHY,Moisturizer,,1675
NOT221000157K,Reviderm After Solar Repair,TDOC GLOBAL AESTHETICS SDN. BHD.,03-10-22,Clear,Reviderm,Other,,1954
NOT220805210K,HAIR THEORY RE:PAIR HAIR TREATMENT SHAMPOO,DERMAMEDPLUS PERSONAL CARE,23-08-22,Clear,HAIR,Other,,497
NOT221103053K,SKIN INC - SERUM BOOSTER SHOT - SOOTHE,BEAUTY IN MOTION SDN. BHD.,13-11-22,Clear,SKIN,Serum,,255
NOT180806388K,Clarins Joli Rouge Velvet - Matte & Moisturizing Long-Wearing Lipstick 761V Orange Pop,CLARINS SDN. BHD.,27-08-22,Clear,Clarins,Moisturizer,,402
NOT221204130K,MZ SKIN LIFT & LUSTRE Antioxidant Glow Serum,FJ BENJAMIN (M) SDN. BHD.,16-12-22,Clear,MZ,Serum,,697
NOT220903490K,Anakku Kiddo Head To Toe Starry Berry Honey,ANAKKU SDN BHD,15-09-22,Clear,Anakku,Other,,104
NOT220900934K,IMC KESHWIN ANTI DANDRUFF SHAMPOO,IMC HEALTHCARE SDN BHD,05-09-22,Clear,IMC,Other,,920
NOT200905402K,GUERLAIN KISSKISS MATTE HYDRATING & PLUMPING VELVET MATTE LIP COLOUR - M309 CANDY NUDE,L BEAUTY SDN. BHD.,18-09-22,Clear,GUERLAIN,Lip,,1098
NOT221105573K,DR.C.TUNA BODY SCULPTING SCRUB,FAR COSMETICS SDN. BHD,19-11-22,Clear,DR.C.TUNA,Other,,677
NOT220903650K,CHANEL NOIR ALLURE Mascara - 17 Rouge Grenat,CHANEL (KUALA LUMPUR) SDN. BHD.,16-09-22,Clear,CHANEL,Other,,390
NOT181100215K,LUXURY HAIR COLOR PERMANENT COLORING CREAM -Ex.Intense Nat.Brown 4.00,GOLDEN VIVA HAIR VERSION,01-11-22,Clear,LUXURY,Moisturizer,,781
NOT221003703K,DSSC PURIFYING REPAIR ESSENCE LOTION,DPC COSMETIC SDN. BHD.,18-10-22,Clear,DSSC,Moisturizer,,529
NOT220709870K,SANDALWOOD ESSENTIAL OIL FACIAL CLEANSER,SANDALWOOD FOREST (M) SDN BHD,28-07-22,Clear,SANDALWOOD,Cleanser,,1739
NOT221200168K,REUZEL Scrub Shampoo,Shins Corporation Sdn. Bhd.,01-12-22,Clear,REUZEL,Other,,1918
NOT221202641K,"HAIROTIC MEN SHAVING GEL CODE RED 1100ML, 500ML",JERO GLOBAL SDN BHD,13-12-22,Clear,HAIROTIC,Other,,985
NOT220803907K,SHAFI  Minyak Urut Magnesium,THE LUXE PRODUCTION SDN BHD,17-08-22,Clear,SHAFI,Other,,1965
NOT221204198K,Watsons RADIANT SHOWER CREAM,Zelcos Laboratory Sdn Bhd,18-12-22,Clear,Watsons,Moisturizer,,2221
NOT221205720K,Bath & Body Works Fine Fragrance Mist Pastel Skies,ENVICO ENTERPRISES SDN. BHD.,22-12-22,Clear,Bath,Spray,,618
NOT121100044K,Loreal Paris Excellence Creme - 4.45 Mahogany Copper Brown,LOREAL MALAYSIA SDN. BHD.,01-11-22,Clear,Loreal,Other,,1166
NOT140900091K,Lemasque Brighting Body Lotion,MAGIC BOO BEAUTY SDN BHD,02-09-22,Clear,Lemasque,Moisturizer,,1226
NOT220803718K,SKINORM DAILY CARE SUN CREAM,GLOW UP EMPIRE,16-08-22,Clear,SKINORM,Moisturizer,,772
NOT220803424K,OSHADHI - DREAM OF JASMINE HAND CREAM,Oshadhi Malaysia Sdn Bhd,13-08-22,Clear,OSHADHI,Moisturizer,,1548
NOT200803478K,CALVIN SKIN REPAIR GEL CREAM,CALVIN PROFESSIONAL BEAUTY & SKIN TREATMENT CENTRE,14-08-22,Clear,CALVIN,Moisturizer,,358
NOT220800067K,Neesh Pashmina Perfume,SITICS LOGISTIC SOLUTIONS (M) SDN. BHD.,01-08-22,Clear,Neesh,Perfume,,1801
NOT201103722K,GUERLAIN SHALIMAR SOUFFLE DE LUMIERE EAU DE PARFUM,L BEAUTY SDN. BHD.,16-11-22,Clear,GUERLAIN,Perfume,,1098
NOT201204338K,FLEURGIES REVISKIN ANTI-AGING CREAM,SKIN ESSENTIALS (M) SDN BHD,18-12-22,Clear,FLEURGIES,Moisturizer,,1808
NOT221103051K,BUTTER LONDON - LUMIMATTE - 2-IN-1 CONCEALER & BRIGHTENING DUO - TAN (HIGHLIGHTER),BEAUTY IN MOTION SDN. BHD.,13-11-22,Clear,BUTTER,Other,,255
NOT221005092K,MINERVA NASHWA  EAU DE PARFUM,ARCH TRADING & DISTRIBUTION (M) SDN. BHD.,26-10-22,Clear,MINERVA,Perfume,,129
NOT201005679K,Club Suppin Cream 18  (Fragrance of Pastel Rose),Golden Corner Sdn. Bhd.,21-10-22,Clear,Club,Moisturizer,,798
NOT220906573K,Garden Bliss Shower Gel - Lavender,KEN-RICH CORPORATION SDN. BHD.,30-09-22,Clear,Garden,Other,,1045
NOT180707168K,DECLARE Ocean's Best Mask,Shins Corporation Sdn. Bhd.,31-07-22,Clear,DECLARE,Mask,,1918
NOT201204965K,NIVEA Men Whitening Acne Oil Control Moisturiser,BEIERSDORF (MALAYSIA) SDN. BHD.,22-12-22,Clear,NIVEA,Moisturizer,,264
NOT220901532K,LIWELL Beauty Essential Soothing Tonic Lotion,LIFE WELLNESS MANAGEMENT,07-09-22,Clear,LIWELL,Moisturizer,,1145
NOT181002659K,Pluvia Dermatherapist Nourishing Lotion,ASIA HEALTHCARE SDN. BHD.,09-10-22,Clear,Pluvia,Sunscreen,,149
NOT221103002K,WYCON 24H INFINITY LASTING LIQUID LIPSTICK RUBY PIN-UP 14,ANAIKA COLLECTIONS SDN BHD,13-11-22,Clear,WYCON,Lip,,103
NOT221006267K,DERMYCAREZ COOL FRESH TRIPLE ACTION BODYWASH,Tricholab (m) Sdn Bhd,30-10-22,Clear,DERMYCAREZ,Cleanser,,2038
NOT221104362K,REVLON COLORSTAY SATIN INK CROWN JEWELS - 036 Royal Amethyst,X ELITE PREMIUM BEAUTY SDN. BHD.,15-11-22,Clear,REVLON,Other,,2168
NOT220901152K,WiseStrand Natural Black Hair Colour Shampoo (Developer),SMART CHOICE COMPANY,06-09-22,Clear,WiseStrand,Other,,1827
NOT221003897K,Sofia Collagen Essence Mask  Aloe Vera,AF MANUFACTURING SERVICES SDN. BHD.,19-10-22,Clear,Sofia,Mask,,54
NOT220902130K,Puras Geranium Body Lotion,IRIDIS HOLDINGS SDN. BHD.,09-09-22,Clear,Puras,Moisturizer,,943
NOT200904142K,WARDAH UV Shield Essential Sunscreen Gel SPF 30,Pharmacore Technology and Innovation Sdn. Bhd.,15-09-22,Clear,WARDAH,Sunscreen,,1640
NOT221105795K,OLE HENRIKSEN - BANANA BRIGHT+ VITAMIN CC STICK - COLOR CORRECTING EYE STICK - PUMPKIN,BEAUTY IN MOTION SDN. BHD.,21-11-22,Clear,OLE,Eye,,255
NOT220805640K,NACURAL CUCUMBER LIME DEODORANT STICK 40G,A2 WAX SDN. BHD.,24-08-22,Clear,NACURAL,Other,,24
NOT220905085K,MORGAN'S STYLING POMADE SLICK / EXTRA FIRM HOLD VANILLA & HONEY,PCQ Hair & Beauty Products Sdn. Bhd.,23-09-22,Clear,MORGAN'S,Other,,1562
NOT221100757K,ROOTS WELLNESS CAPIXYL NIGHT TONIC,ZIOR GLOBAL EMPIRE,04-11-22,Clear,ROOTS,Other,,2218
NOT221003290K,MERMATTE KIDS BABY OIL - COMFORT,DHILEESA BEAUTY CENTRE,17-10-22,Clear,MERMATTE,Other,,506
NOT221105844K,19-69 Invisible Post Shampoo,CENTRAC SDN. BHD.,21-11-22,Clear,19-69,Other,,388
NOT221004714K,PASSIONCAT - TWIST VELVET TINT - NO. 12 DRY MAPLE,DEAR PETAL SDN BHD,24-10-22,Clear,PASSIONCAT,Other,,482
NOT221203927K,Alia Whitening Concentrated Essence with Natural AHA,Zelcos Laboratory Sdn Bhd,16-12-22,Clear,Alia,Other,,2221
NOT220902966K,Body Luxuries Aqua Fantasy Fragrance Mist,HOUSE OF CLASSICS (M) SDN. BHD.,13-09-22,Clear,Body,Spray,,884
NOT221201879K,RITUALS THE RITUAL OF MEHR 24h anti-perspirant spray,RITUALS COSMETICS MALAYSIA SDN. BHD.,08-12-22,Clear,RITUALS,Spray,,1698
NOT181008861K,Colgate Anticavity Fluoride Toothpaste - 3-5 years,Colgate-Palmolive (Marketing) Sdn Bhd,31-10-22,Clear,Colgate,Other,,456
NOT221204985K,UN2 BEAUTY - VERSE 1 COLLECTION - SOFT LIQUID LIPSTICK - VERSE 11,PREMIUM PRIORITY SDN BHD,20-12-22,Clear,UN2,Lip,,1606
NOT221107912K,SELVERT THERMAL ABSOLUTE RECOVERY ABSOLUTE REGENERATION P R O G R A M M E,FRONT LINE COSMECEUTICAL (M) SDN. BHD.,29-11-22,Clear,SELVERT,Other,,715
NOT200900661K,HerbaTree Hair Conditioner,ECOPILLO MARKETING,02-09-22,Clear,HerbaTree,Other,,579
NOT220804165K,PERFECT DIARY LONG WEAR ULTRA PRECISION EYELINER BROWN,TIAN XING CLOUD SUPPLY CHAIN (MALAYSIA) SDN. BHD.,17-08-22,Clear,PERFECT,Eye,,1978
NOT220900149K,FENTY BEAUTY BY RIHANNA - EAZE DROP BLURRING SKIN TINT - 20,BEAUTY IN MOTION SDN. BHD.,01-09-22,Clear,FENTY,Perfume,,255
NOT220800154K,Bath & Body Works Anti-Bacterial Hand Gel Japanese Cherry Blossom,ENVICO ENTERPRISES SDN. BHD.,01-08-22,Clear,Bath,Other,,618
NOT220904614K,Nurraysa Moisturizing Shower Gel With Walnut Scrub,NURRAYSA GLOBAL SDN BHD,21-09-22,Clear,Nurraysa,Moisturizer,,1470
NOT220902045K,YUELA GOLD LIPMATTE PASSION,YUELA GOLD SDN. BHD.,08-09-22,Clear,YUELA,Lip,,2197
NOT181107625K,Decorte AQ Radiant Glow Lifting Powder Foundation 303,KOSE (MALAYSIA) SDN. BHD.,30-11-22,Clear,Decorte,Foundation,,1074
NOT221204675K,C.CODE CONTOUR AND HIGHLIGHT PALETTE - B,Verve Brands Sdn Bhd,19-12-22,Clear,C.CODE,Other,,2115
NOT180904366K,Daionica Coconut Quintessence Oil - Durian Blossom,COCONICS SDN. BHD.,19-09-22,Clear,Daionica,Other,,415
NOT200905373K,SEI BELLA HONEY & ROSE BI-PHASE RECOVERY OIL,Melaleuca Southeast Asia (malaysia) Sdn. Bhd.,18-09-22,Clear,SEI,Other,,1389
NOT221202033K,CALVIN KLEIN DEFY DEODORANT  NATURAL  SPRAY,COTY INT MALAYSIA SDN. BHD.,09-12-22,Clear,CALVIN,Spray,,428
NOT221106429K,LANCOME PARIS LAIT GALATEIS DOUCEUR ALL SKIN TYPES 400ML,LUXEPHASE SDN.BHD.,23-11-22,Clear,LANCOME,Other,,1189
NOT221200480K,harouma - Botanical Bloom,MYT COSMETICS MANUFACTURING SDN. BHD.,02-12-22,Clear,harouma,Other,,1372
NOT220803565K,dr.vodi Anti-Aging Face Serum,T-Biomax Sdn. Bhd.,15-08-22,Clear,dr.vodi,Serum,,1944
NOT220707823K,FARMASI LIPLINER 212,FAR COSMETICS SDN. BHD,25-07-22,Clear,FARMASI,Lip,,677
NOT221001930K,Pupa Make Up Stories Compact 7 Multi Finish Eyeshadows Palette N004 (Satin) [P0416679],HONG KONG SA SA (M) SDN. BHD.,11-10-22,Clear,Pupa,Eye,,880
NOT220906313K,Watsons Collagen Firming Shower Cream,HOUSE OF CLASSICS (M) SDN. BHD.,29-09-22,Clear,Watsons,Moisturizer,,884
NOT201006932K,KLINIK MEDISKIN SPOT LIGHTENER BRIGHTENING BOOSTER GELCREAM SPF50,QEMRICH SDN. BHD.,26-10-22,Clear,KLINIK,Sunscreen,,1652
NOT221005597K,"Bath & Body Works Men's Collection 3-In-1 Hair, Face & Body Wash Ocean",ENVICO ENTERPRISES SDN. BHD.,27-10-22,Clear,Bath,Cleanser,,618
NOT221004273K,WYCON NAIL LACQUER 342 (NAIL POLISH 342),ANAIKA COLLECTIONS SDN BHD,20-10-22,Clear,WYCON,Other,,103
NOT221006689K,Cinnamon Bark Essential Oil,Little Craft Harbour Sdn. Bhd.,31-10-22,Clear,Cinnamon,Other,,1203
NOT220900157K,LA'DERM - WALNUT BODY SCRUB (LEMON),FRANEVYNS BEAUTE INTERNATIONAL SDN.BHD.,01-09-22,Clear,LA'DERM,Other,,708
NOT161105659K,Philip Martin's Immersive,CONCEPTUAL BEAUTY SDN BHD,23-11-22,Clear,Philip,Lip,,417
NOT220804533K,NATASHA DENONA - I NEED A NUDE - LIPSTICK - (2B) LIRON,BEAUTY IN MOTION SDN. BHD.,19-08-22,Clear,NATASHA,Lip,,255
NOT221105809K,DISNEY PRINCESS - MAKEUP PLAYSET - LIP GLOSS #04 YELLOW,ALLIANCE INTEGRITY TRADING SDN. BHD.,21-11-22,Clear,DISNEY,Lip,,82
NOT221203265K,JUVANIQUE Time Capsule,Yepba (M) Sdn. Bhd.,14-12-22,Clear,JUVANIQUE,Sunscreen,,2201
NOT220906750K,"MJLESTYLE.HOME Aromatic Body Cleanser (Geranium, Mandarine, Bergamot)",MJ STYLE SDN.BHD.,30-09-22,Clear,MJLESTYLE.HOME,Cleanser,,1323
NOT201102095K,Promaster (Z) HY-9,HOYU MALAYSIA SDN BHD,09-11-22,Clear,Promaster,Other,,885
NOT201200944K,ALBION WHITE RARE AIR 02,LUXASIA (M) SDN. BHD.,04-12-22,Clear,ALBION,Other,,1187
